97 293 3	293	0	1 
12 73 952 1171 32 224 169 4 110 309 7 1179 25 7 276 698 95 298 127 6 2 718 68 3	718 68	2	21 22 
2 3124 30 52 375 1 4 2 569 87 121 1 18 197 6 2 413 14 2 293 30 145 2258 3	3124	0	1 
2 3124 30 52 375 1 4 2 569 87 121 1 18 197 6 2 413 14 2 293 30 145 2258 3	569	0	8 
2 3124 30 52 375 1 4 2 569 87 121 1 18 197 6 2 413 14 2 293 30 145 2258 3	293	0	19 
2486 1 61 2774 1433 1412 8 61 811 4 153 152 7 1823 14 44 118 962 2164 288 64 1987 88 3	2774	2	3 
22 9 2 93 1991 204 12 139 166 8 1807 1 17 21 789 1 4 262 2218 1506 18 710 1524 3	1506	0	19 
453 6 7 264 204 37 12 829 49 44 24 33 166 1264 270 27 320 5 785 7 248 31 461 3	204	2	4 
49 16 64 2 293 4 2 447 16 77 28 76 6 3196 1165 1 22 9 33 2 204 10 16 3	293	1	4 
49 16 64 2 293 4 2 447 16 77 28 76 6 3196 1165 1 22 9 33 2 204 10 16 3	447	1	7 
28 2 1519 293 1 5 2 1126 1653 1 5 2 1063 181 1 22 1451 1480 1070 136 45 867 7 1026 3	293	0	3 
28 2 1519 293 1 5 2 1126 1653 1 5 2 1063 181 1 22 1451 1480 1070 136 45 867 7 1026 3	1653	0	8 
28 2 1519 293 1 5 2 1126 1653 1 5 2 1063 181 1 22 1451 1480 1070 136 45 867 7 1026 3	181	0	13 
2 2181 28 55 12 168 2103 9 1872 3387 1 298 99 107 243 28 55 12 168 84 2936 5 8 3168 3	2181	1	1 
1970 9 354 4 3188 1 293 540 326 107 114 1185 4 2080 1 4 2 913 267 1712 2 293 107 114 3	1970	0	0 
1970 9 354 4 3188 1 293 540 326 107 114 1185 4 2080 1 4 2 913 267 1712 2 293 107 114 3	293	0	6 21 
1970 9 354 4 3188 1 293 540 326 107 114 1185 4 2080 1 4 2 913 267 1712 2 293 107 114 3	913 267	0	17 18 
1970 9 354 4 3188 1 293 540 326 107 114 1185 4 2080 1 4 2 913 267 1712 2 293 107 114 3	293	1	6 21 
49 16 311 64 5 29 7 354 331 1546 20 41 1195 2215 1 182 2031 9 7 97 204 18 2 2619 3	1546	0	9 
12 73 45 131 29 2720 25 39 49 2 293 25 360 2763 97 37 2 312 6 293 30 2747 1 166 3	293	2	10 19 
12 73 45 131 29 2720 25 39 49 2 293 25 360 2763 97 37 2 312 6 293 30 2747 1 166 3	312 6 293	2	17 18 19 
659 1 1754 1615 12 82 7 248 28 126 210 8 20 53 1117 89 4 2 598 30 656 5 3502 101 3	598	0	18 
1872 293 4 44 29 228 181 1 33 67 2 1633 16 77 672 65 44 318 5 1401 16 59 2 707 3	293	0	1 
1872 293 4 44 29 228 181 1 33 67 2 1633 16 77 672 65 44 318 5 1401 16 59 2 707 3	181	0	6 
2 3889 2207 30 64 4209 4 20 3253 4 41 3054 926 1298 5 1673 17 169 1 17 30 7 3300 304 3	3889 2207	0	1 2 
2 3889 2207 30 64 4209 4 20 3253 4 41 3054 926 1298 5 1673 17 169 1 17 30 7 3300 304 3	1298	0	13 
2 3889 2207 30 64 4209 4 20 3253 4 41 3054 926 1298 5 1673 17 169 1 17 30 7 3300 304 3	3253	0	8 
1625 19 2 93 1625 8 1807 14 130 33 29 711 3404 19 2 2704 2303 64 2 129 1 2730 2293 1529 36	1625	0	0 4 
1625 19 2 93 1625 8 1807 14 130 33 29 711 3404 19 2 2704 2303 64 2 129 1 2730 2293 1529 36	2704	0	15 
1625 19 2 93 1625 8 1807 14 130 33 29 711 3404 19 2 2704 2303 64 2 129 1 2730 2293 1529 36	1625	0	0 4 
1625 19 2 93 1625 8 1807 14 130 33 29 711 3404 19 2 2704 2303 64 2 129 1 2730 2293 1529 36	3404	1	12 
1625 19 2 93 1625 8 1807 14 130 33 29 711 3404 19 2 2704 2303 64 2 129 1 2730 2293 1529 36	1529	0	23 
2 3155 43 27 7 398 2459 25 252 1 2810 49 16 29 211 248 1 37 881 2 892 9 7 238 36	3155	2	1 
44 78 29 7 124 817 296 8 2 584 19 1031 4 869 20 1143 2177 19 55 48 119 16 542 10 38	124 817	0	4 5 
44 78 29 7 124 817 296 8 2 584 19 1031 4 869 20 1143 2177 19 55 48 119 16 542 10 38	1143 2177	0	15 16 
35 2325 65 47 679 1017 101 7 2311 1102 4 35 286 7 163 685 1347 1 70 30 2171 1 12 288 3	2311 1102	1	8 9 
35 2325 65 47 679 1017 101 7 2311 1102 4 35 286 7 163 685 1347 1 70 30 2171 1 12 288 3	1347	0	16 
12 73 64 5 577 4 318 76 6 2 79 1102 592 65 12 46 45 29 5 1633 160 5 7 203 3	1102 592	0	11 12 
35 393 20 3875 4 3465 15 2 129 2125 294 82 1 294 13 4 82 2 2397 4 2555 10 1055 3	3875	0	3 
35 393 20 3875 4 3465 15 2 129 2125 294 82 1 294 13 4 82 2 2397 4 2555 10 1055 3	3465	0	5 
35 393 20 3875 4 3465 15 2 129 2125 294 82 1 294 13 4 82 2 2397 4 2555 10 1055 3	2397	1	18 
35 393 20 3875 4 3465 15 2 129 2125 294 82 1 294 13 4 82 2 2397 4 2555 10 1055 3	2555	1	20 
35 393 20 3875 4 3465 15 2 129 2125 294 82 1 294 13 4 82 2 2397 4 2555 10 1055 3	1055	1	22 
8 1091 15 5 2472 844 3227 13 44 87 167 510 321 2002 4 4156 1634 6 154 1003 8 2 2212 3	3227	1	6 
8 1091 15 5 2472 844 3227 13 44 87 167 510 321 2002 4 4156 1634 6 154 1003 8 2 2212 3	2002	2	13 
8 1091 15 5 2472 844 3227 13 44 87 167 510 321 2002 4 4156 1634 6 154 1003 8 2 2212 3	1634	2	16 
8 1091 15 5 2472 844 3227 13 44 87 167 510 321 2002 4 4156 1634 6 154 1003 8 2 2212 3	2212	1	22 
8 1091 15 5 2472 844 3227 13 44 87 167 510 321 2002 4 4156 1634 6 154 1003 8 2 2212 3	1003	2	19 
2 293 4275 1103 3475 3146 506 4032 152 26 4334 1 4457 4 4036 4324 1 26 114 26 79 121 1006 3161 3	293	0	1 
2 293 4275 1103 3475 3146 506 4032 152 26 4334 1 4457 4 4036 4324 1 26 114 26 79 121 1006 3161 3	4334	0	10 
2 293 4275 1103 3475 3146 506 4032 152 26 4334 1 4457 4 4036 4324 1 26 114 26 79 121 1006 3161 3	4457	0	12 
2 293 4275 1103 3475 3146 506 4032 152 26 4334 1 4457 4 4036 4324 1 26 114 26 79 121 1006 3161 3	4036 4324	0	14 15 
2 293 4275 1103 3475 3146 506 4032 152 26 4334 1 4457 4 4036 4324 1 26 114 26 79 121 1006 3161 3	1006 3161	0	22 23 
2 293 4275 1103 3475 3146 506 4032 152 26 4334 1 4457 4 4036 4324 1 26 114 26 79 121 1006 3161 3	3146 506 4032	0	5 6 7 
14 9 7 372 200 35 898 53 250 2120 7 1627 1 4 82 5 273 148 1932 5 77 7 1672 1201 3	1627	2	11 
14 9 7 372 200 35 898 53 250 2120 7 1627 1 4 82 5 273 148 1932 5 77 7 1672 1201 3	1201	1	23 
14 9 7 372 200 35 898 53 250 2120 7 1627 1 4 82 5 273 148 1932 5 77 7 1672 1201 3	1932	2	18 
17 9 53 293 4 3143 1 4 1203 80 3189 17 40 27 17 35 93 82 5 1011 5 41 2672 735 3	293	2	3 
17 9 53 293 4 3143 1 4 1203 80 3189 17 40 27 17 35 93 82 5 1011 5 41 2672 735 3	3143	2	5 
5 953 160 152 7 2465 1055 304 16 238 29 2311 1 567 2 271 1169 1529 2809 20 3577 4 381 1169 3	2311	0	11 
5 953 160 152 7 2465 1055 304 16 238 29 2311 1 567 2 271 1169 1529 2809 20 3577 4 381 1169 3	271 1169 1529 2809 20 3577 4 381 1169	0	15 16 17 18 19 20 21 22 23 
5 953 160 152 7 2465 1055 304 16 238 29 2311 1 567 2 271 1169 1529 2809 20 3577 4 381 1169 3	1055	0	6 
131 206 1 44 111 80 5 1336 869 2235 64 2345 1994 4154 4 4311 229 1703 17 5 600 31 4137 17 3	2345 1994 4154	0	11 12 13 
131 206 1 44 111 80 5 1336 869 2235 64 2345 1994 4154 4 4311 229 1703 17 5 600 31 4137 17 3	4311	0	15 
42 2882 4 12 167 647 5 873 57 7 244 127 6 1845 2800 1 2 2435 1970 1 4 2 1672 2615 3	2800	0	14 
42 2882 4 12 167 647 5 873 57 7 244 127 6 1845 2800 1 2 2435 1970 1 4 2 1672 2615 3	1970	0	18 
42 2882 4 12 167 647 5 873 57 7 244 127 6 1845 2800 1 2 2435 1970 1 4 2 1672 2615 3	2615	0	23 
99 7 354 1422 488 5 139 873 7 97 1546 1 1832 1 27 320 5 519 4 29 7 107 97 68 3	488	0	4 
99 7 354 1422 488 5 139 873 7 97 1546 1 1832 1 27 320 5 519 4 29 7 107 97 68 3	1546	0	10 
2 95 68 12 395 1 4 30 833 561 23 2 262 1506 670 4 1653 1 12 1548 2 2753 3026 1790 3	262 1506 670	0	12 13 14 
2 95 68 12 395 1 4 30 833 561 23 2 262 1506 670 4 1653 1 12 1548 2 2753 3026 1790 3	1653	0	16 
2 95 68 12 395 1 4 30 833 561 23 2 262 1506 670 4 1653 1 12 1548 2 2753 3026 1790 3	2753 3026 1790	1	21 22 23 
2 181 30 646 4 1063 4 2 293 30 107 2258 4 44 82 2 129 381 1597 5 305 5 32 1786 3	181	0	1 
2 181 30 646 4 1063 4 2 293 30 107 2258 4 44 82 2 129 381 1597 5 305 5 32 1786 3	293	0	8 
2 181 30 646 4 1063 4 2 293 30 107 2258 4 44 82 2 129 381 1597 5 305 5 32 1786 3	381 1597	0	17 18 
2 181 30 646 4 1063 4 2 293 30 107 2258 4 44 82 2 129 381 1597 5 305 5 32 1786 3	1786	1	23 
2 3561 30 166 3024 1 2311 30 52 52 15 46 45 1244 91 6 32 1965 13 4 181 30 941 3	3561	2	1 
2 3561 30 166 3024 1 2311 30 52 52 15 46 45 1244 91 6 32 1965 13 4 181 30 941 3	2311	1	6 
2 3561 30 166 3024 1 2311 30 52 52 15 46 45 1244 91 6 32 1965 13 4 181 30 941 3	181	2	20 
42 770 4 12 40 611 93 273 50 4109 4 50 4072 4 1594 88 1 26 44 1515 5 394 334 2300 3	4109	0	9 
42 770 4 12 40 611 93 273 50 4109 4 50 4072 4 1594 88 1 26 44 1515 5 394 334 2300 3	4072	0	12 
42 770 4 12 40 611 93 273 50 4109 4 50 4072 4 1594 88 1 26 44 1515 5 394 334 2300 3	2300	0	23 
2 95 85 1212 87 107 97 1 37 2 1169 3023 30 166 1028 10 69 4 2 2311 913 369 166 858 3	1212	0	3 
2 95 85 1212 87 107 97 1 37 2 1169 3023 30 166 1028 10 69 4 2 2311 913 369 166 858 3	1169 3023	2	10 11 
2 95 85 1212 87 107 97 1 37 2 1169 3023 30 166 1028 10 69 4 2 2311 913 369 166 858 3	2311 913	2	19 20 
167 1 318 17 313 1 200 49 16 241 58 1613 2 293 1 17 119 27 50 6 32 129 1357 1388 3	293	1	13 
167 1 318 17 313 1 200 49 16 241 58 1613 2 293 1 17 119 27 50 6 32 129 1357 1388 3	1357 1388	0	22 23 
317 16 1320 14 61 529 446 9 2962 4 32 718 81 27 1294 28 116 5 1860 446 17 81 27 2479 3	718	2	11 
891 2403 9 78 121 37 33 511 26 97 159 44 115 2 178 673 6 1277 37 229 2957 5 1146 59 3	1277	2	17 
560 282 28 2 116 1997 2032 18 2 1102 1 298 19 166 135 2985 4 1443 40 1204 16 58 150 764 3	2032	2	6 
560 282 28 2 116 1997 2032 18 2 1102 1 298 19 166 135 2985 4 1443 40 1204 16 58 150 764 3	1102	1	9 
560 282 28 2 116 1997 2032 18 2 1102 1 298 19 166 135 2985 4 1443 40 1204 16 58 150 764 3	2985	2	15 
560 282 28 2 116 1997 2032 18 2 1102 1 298 19 166 135 2985 4 1443 40 1204 16 58 150 764 3	1443	2	17 
526 28 1162 22 204 9 64 2245 21 1625 8 3049 985 8 1929 15 566 44 29 48 2539 3404 36 13	3404	0	21 
44 46 2766 5 315 3876 1 37 49 16 64 17 381 253 88 111 4 44 24 48 96 1321 5 3613 36	2766	0	2 
61 2090 267 30 1558 1 37 35 87 245 10 1600 3039 1 70 30 45 927 37 153 10 101 607 862 36	2090 267	0	1 2 
2 1634 24 3420 125 166 484 1 2 1102 9 1478 6 91 1346 892 1 4 2 913 267 9 572 3243 3	1634	2	1 
2 1634 24 3420 125 166 484 1 2 1102 9 1478 6 91 1346 892 1 4 2 913 267 9 572 3243 3	1102	1	9 
2 1634 24 3420 125 166 484 1 2 1102 9 1478 6 91 1346 892 1 4 2 913 267 9 572 3243 3	913 267	2	19 20 
2 181 30 3068 229 158 3713 4 172 1627 35 791 30 789 28 2 801 2032 5 2 2397 20 2771 3754 3	181	0	1 
2 181 30 3068 229 158 3713 4 172 1627 35 791 30 789 28 2 801 2032 5 2 2397 20 2771 3754 3	1627	0	9 
2 181 30 3068 229 158 3713 4 172 1627 35 791 30 789 28 2 801 2032 5 2 2397 20 2771 3754 3	801 2032	0	16 17 
2 181 30 3068 229 158 3713 4 172 1627 35 791 30 789 28 2 801 2032 5 2 2397 20 2771 3754 3	2397 20 2771 3754	0	20 21 22 23 
170 5 4037 9 64 170 5 32 628 2373 21 234 10 1055 1 2068 14 32 2373 9 7 121 1346 1336 3	1055	1	13 
65 12 636 14 61 291 82 7 402 5 1497 3975 8 3474 1 12 851 57 30 170 5 27 97 1625 36	1625	0	23 
35 82 7 106 787 2832 19 44 889 46 33 1633 16 19 4 44 1094 2 1862 3989 2447 2 465 68 3	2832	0	5 
35 82 7 106 787 2832 19 44 889 46 33 1633 16 19 4 44 1094 2 1862 3989 2447 2 465 68 3	3989	0	19 
195 24 107 2315 1993 15 177 66 236 10 1055 4 66 148 10 1268 13 1 4 24 1555 4 1915 3	1993	0	4 
195 24 107 2315 1993 15 177 66 236 10 1055 4 66 148 10 1268 13 1 4 24 1555 4 1915 3	1055	0	10 
195 24 107 2315 1993 15 177 66 236 10 1055 4 66 148 10 1268 13 1 4 24 1555 4 1915 3	1268	0	15 
10 134 1 12 353 3318 2181 30 2 129 1 37 3507 2142 69 5 2 3061 3836 2420 18 42 95 416 3	3836 2420	0	18 19 
61 2154 1790 9 847 3372 7 4224 173 411 1790 20 7 2391 1597 14 9 498 157 61 858 2667 2232 3027 3	2154 1790	0	1 2 
61 2154 1790 9 847 3372 7 4224 173 411 1790 20 7 2391 1597 14 9 498 157 61 858 2667 2232 3027 3	411 1790	0	9 10 
61 2154 1790 9 847 3372 7 4224 173 411 1790 20 7 2391 1597 14 9 498 157 61 858 2667 2232 3027 3	858 2667 2232 3027	0	20 21 22 23 
61 2154 1790 9 847 3372 7 4224 173 411 1790 20 7 2391 1597 14 9 498 157 61 858 2667 2232 3027 3	2391 1597	0	13 14 
287 1 49 16 147 121 293 25 7 121 221 4 46 45 482 2 1970 1 16 222 45 1026 22 204 3	293	0	6 
287 1 49 16 147 121 293 25 7 121 221 4 46 45 482 2 1970 1 16 222 45 1026 22 204 3	221	0	10 
287 1 49 16 147 121 293 25 7 121 221 4 46 45 482 2 1970 1 16 222 45 1026 22 204 3	1970	2	16 
35 78 1548 116 381 1123 727 44 73 27 403 97 200 57 9 7 465 574 18 2 1102 2205 5 88 3	381 1123	1	4 5 
35 78 1548 116 381 1123 727 44 73 27 403 97 200 57 9 7 465 574 18 2 1102 2205 5 88 3	1102	1	20 
12 46 45 111 53 16 638 1 37 65 12 139 1429 5 873 12 139 10 2 293 33 10 2 1653 3	293	1	19 
12 46 45 111 53 16 638 1 37 65 12 139 1429 5 873 12 139 10 2 293 33 10 2 1653 3	1653	1	23 
46 45 139 930 159 131 116 89 9 45 339 10 2 465 304 1 20 3253 4 7 1014 6 2866 4 3971 3	3253	0	17 
46 45 139 930 159 131 116 89 9 45 339 10 2 465 304 1 20 3253 4 7 1014 6 2866 4 3971 3	1014 6 2866 4 3971	0	20 21 22 23 24 
1623 6 473 57 24 116 89 31 116 1582 89 1106 6 16 2 3065 40 151 32 224 4 400 16 529 446 3	3065	0	15 
116 89 8 62 365 857 64 216 555 1 4 4037 1077 3018 20 116 121 1932 14 87 33 8 61 859 1102 3	1932	0	17 
116 89 8 62 365 857 64 216 555 1 4 4037 1077 3018 20 116 121 1932 14 87 33 8 61 859 1102 3	1102	1	24 
566 44 46 2 1478 55 453 6 258 73 16 64 503 2 181 30 97 4 881 107 2061 5 204 5 873 3	181	0	14 
566 44 46 2 1478 55 453 6 258 73 16 64 503 2 181 30 97 4 881 107 2061 5 204 5 873 3	204	0	22 
566 44 46 2 1478 55 453 6 258 73 16 64 503 2 181 30 97 4 881 107 2061 5 204 5 873 3	258	1	8 
17 644 1391 5 77 7 1179 4 44 504 232 1120 5 601 216 15 566 44 914 1120 5 929 16 10 17 3	1179	1	6 
121 1735 204 10 7 310 15 318 5 77 2 1180 2163 618 10 7 173 1051 4 5 1228 484 36 13 3	1051	0	17 
121 1735 204 10 7 310 15 318 5 77 2 1180 2163 618 10 7 173 1051 4 5 1228 484 36 13 3	1180 2163 618	0	11 12 13 
121 1735 204 10 7 310 15 318 5 77 2 1180 2163 618 10 7 173 1051 4 5 1228 484 36 13 3	204	0	2 
2 1143 1653 6 1245 18 2 2848 963 2 144 139 23 512 826 282 18 1615 1267 18 7 637 1038 30 789 3	1143 1653	0	1 2 
2 1970 9 2304 4 4175 20 397 3862 4263 18 2 150 319 6 2 1357 912 1 70 24 121 10 7 310 3	1970	0	1 
2 1970 9 2304 4 4175 20 397 3862 4263 18 2 150 319 6 2 1357 912 1 70 24 121 10 7 310 3	1357 912	0	16 17 
2 1970 9 2304 4 4175 20 397 3862 4263 18 2 150 319 6 2 1357 912 1 70 24 121 10 7 310 3	3862 4263	0	8 9 
12 82 2 2693 3953 20 2090 1 2626 3598 20 3126 2807 1 4 2 1169 3023 20 7 2311 913 10 66 1709 3	2693 3953	0	3 4 
12 82 2 2693 3953 20 2090 1 2626 3598 20 3126 2807 1 4 2 1169 3023 20 7 2311 913 10 66 1709 3	2090	0	6 
12 82 2 2693 3953 20 2090 1 2626 3598 20 3126 2807 1 4 2 1169 3023 20 7 2311 913 10 66 1709 3	2626 3598	0	8 9 
12 82 2 2693 3953 20 2090 1 2626 3598 20 3126 2807 1 4 2 1169 3023 20 7 2311 913 10 66 1709 3	3126 2807	0	11 12 
12 82 2 2693 3953 20 2090 1 2626 3598 20 3126 2807 1 4 2 1169 3023 20 7 2311 913 10 66 1709 3	1169 3023	0	16 17 
12 82 2 2693 3953 20 2090 1 2626 3598 20 3126 2807 1 4 2 1169 3023 20 7 2311 913 10 66 1709 3	2311 913	0	20 21 
95 2 668 1529 407 59 20 2 3241 1 110 65 12 791 5 273 7 275 802 6 913 10 42 486 314 34	1529	2	3 
95 2 668 1529 407 59 20 2 3241 1 110 65 12 791 5 273 7 275 802 6 913 10 42 486 314 34	3241	1	8 
95 2 668 1529 407 59 20 2 3241 1 110 65 12 791 5 273 7 275 802 6 913 10 42 486 314 34	802 6 913	1	18 19 20 
95 2 668 1529 407 59 20 2 3241 1 110 65 12 791 5 273 7 275 802 6 913 10 42 486 314 34	486 314	1	23 24 
37 2 266 14 42 770 4 12 2444 30 17 30 52 1812 4 17 857 64 962 698 63 31 962 1960 63 3	698	2	19 
37 2 266 14 42 770 4 12 2444 30 17 30 52 1812 4 17 857 64 962 698 63 31 962 1960 63 3	1960	2	23 
49 16 262 8 54 376 186 1 16 191 143 206 293 25 264 1165 669 6 68 985 4 939 570 2 673 3	293	2	12 
49 16 262 8 54 376 186 1 16 191 143 206 293 25 264 1165 669 6 68 985 4 939 570 2 673 3	673	2	24 
44 118 45 3055 1 181 28 2 275 12 1459 25 2 707 30 1093 1788 4 3068 20 504 50 744 345 618 3	181	0	5 
44 118 45 3055 1 181 28 2 275 12 1459 25 2 707 30 1093 1788 4 3068 20 504 50 744 345 618 3	744	0	22 
44 118 45 3055 1 181 28 2 275 12 1459 25 2 707 30 1093 1788 4 3068 20 504 50 744 345 618 3	618	1	24 
12 504 553 5 650 7 368 284 1 52 72 50 73 294 139 103 4 12 119 29 39 2 3459 5 681 36	3459	0	22 
22 204 51 2 129 1342 12 29 444 1294 8 2 3569 6 687 962 3683 1 4 40 2681 2334 16 601 57 3	1342	0	5 
22 204 51 2 129 1342 12 29 444 1294 8 2 3569 6 687 962 3683 1 4 40 2681 2334 16 601 57 3	204	0	1 
287 1 12 30 57 10 7 126 1055 33 182 227 65 42 2691 28 602 1410 7 107 334 4232 18 2 1827 3	1827	2	24 
287 1 12 30 57 10 7 126 1055 33 182 227 65 42 2691 28 602 1410 7 107 334 4232 18 2 1827 3	1055	1	8 
2 745 1806 14 47 119 33 2891 101 10 396 18 2 662 70 67 580 2 1128 6 3153 28 2 773 248 3	745	2	1 
2 745 1806 14 47 119 33 2891 101 10 396 18 2 662 70 67 580 2 1128 6 3153 28 2 773 248 3	662	1	13 
37 65 35 854 25 2 1102 1 57 87 45 7 244 6 1481 1 109 6 88 87 3459 8 2 3241 574 3	1102	2	6 
37 65 35 854 25 2 1102 1 57 87 45 7 244 6 1481 1 109 6 88 87 3459 8 2 3241 574 3	3459	1	20 
37 65 35 854 25 2 1102 1 57 87 45 7 244 6 1481 1 109 6 88 87 3459 8 2 3241 574 3	3241	2	23 
2 1102 9 2601 3843 1 52 27 1310 5 939 25 360 66 886 345 335 1 37 17 9 114 709 4429 293 3	1102	2	1 
2 1102 9 2601 3843 1 52 27 1310 5 939 25 360 66 886 345 335 1 37 17 9 114 709 4429 293 3	293	0	24 
2 1102 9 2601 3843 1 52 27 1310 5 939 25 360 66 886 345 335 1 37 17 9 114 709 4429 293 3	2601 3843	1	3 4 
49 16 168 294 84 417 2 758 8 4028 16 29 41 494 6 2 197 6 225 2 1550 234 51 5 394 3	225	0	18 
35 1548 2 1168 3081 1 37 55 35 194 87 7 219 264 1111 6 1168 1 39 767 1440 4 18 2 1677 3	1168 3081	2	3 4 
35 1548 2 1168 3081 1 37 55 35 194 87 7 219 264 1111 6 1168 1 39 767 1440 4 18 2 1677 3	1168	2	3 16 
35 1548 2 1168 3081 1 37 55 35 194 87 7 219 264 1111 6 1168 1 39 767 1440 4 18 2 1677 3	1440	2	20 
78 1 46 45 421 18 1221 10 32 628 1188 1 49 17 21 33 18 2 1102 1 16 222 45 29 17 3	1188	2	10 
78 1 46 45 421 18 1221 10 32 628 1188 1 49 17 21 33 18 2 1102 1 16 222 45 29 17 3	1102	2	18 
12 29 84 526 103 10 134 4 29 440 37 97 201 5 193 53 2 181 4 2 121 598 25 578 4193 3	181	0	17 
12 29 84 526 103 10 134 4 29 440 37 97 201 5 193 53 2 181 4 2 121 598 25 578 4193 3	598	0	21 
988 16 24 1155 8 2 3454 319 6 22 204 1 4 24 33 8 7 1633 1 22 204 9 7 368 494 3	204	2	10 20 
988 16 24 1155 8 2 3454 319 6 22 204 1 4 24 33 8 7 1633 1 22 204 9 7 368 494 3	204	2	10 20 
12 73 917 952 22 204 5 430 245 10 7 1796 1653 14 4010 16 282 5 2 286 682 6 2 758 3586 3	1653	0	12 
7 121 125 5 104 76 257 9 5 256 7 278 6 3929 28 3181 4 820 17 150 669 10 93 66 2987 3	278 6 3929	1	11 12 13 
22 204 51 2 2 1082 3124 4 41 715 598 5 104 16 288 64 7 1081 4 7 546 25 2 178 68 3	204	0	1 
22 204 51 2 2 1082 3124 4 41 715 598 5 104 16 288 64 7 1081 4 7 546 25 2 178 68 3	3124	0	6 
22 204 51 2 2 1082 3124 4 41 715 598 5 104 16 288 64 7 1081 4 7 546 25 2 178 68 3	598	0	10 
49 16 43 1113 14 1 17 21 7 121 204 10 7 155 1055 1 375 20 361 31 572 7 618 10 85 3	155 1055	0	13 14 
49 16 43 1113 14 1 17 21 7 121 204 10 7 155 1055 1 375 20 361 31 572 7 618 10 85 3	618	0	22 
2 293 1 1099 8 264 2395 2300 15 26 41 870 13 9 107 97 20 172 1627 158 206 96 2 190 3	293	0	1 
2 293 1 1099 8 264 2395 2300 15 26 41 870 13 9 107 97 20 172 1627 158 206 96 2 190 3	1099	1	3 
2 293 1 1099 8 264 2395 2300 15 26 41 870 13 9 107 97 20 172 1627 158 206 96 2 190 3	2300	0	7 
2 293 1 1099 8 264 2395 2300 15 26 41 870 13 9 107 97 20 172 1627 158 206 96 2 190 3	1627	0	18 
2 293 9 2278 19 76 621 9 97 19 76 9 33 15 64 2 2345 1627 70 2354 5 27 1078 13 3	2345 1627	2	16 17 
2 598 30 166 1264 2040 2615 10 1055 4 110 2404 17 59 5 873 18 2 698 5 131 601 69 42 307 3	598	2	1 
2 598 30 166 1264 2040 2615 10 1055 4 110 2404 17 59 5 873 18 2 698 5 131 601 69 42 307 3	2615	1	6 
2 598 30 166 1264 2040 2615 10 1055 4 110 2404 17 59 5 873 18 2 698 5 131 601 69 42 307 3	307	1	24 
2 598 30 166 1264 2040 2615 10 1055 4 110 2404 17 59 5 873 18 2 698 5 131 601 69 42 307 3	1055	1	8 
2 598 30 166 1264 2040 2615 10 1055 4 110 2404 17 59 5 873 18 2 698 5 131 601 69 42 307 3	698	1	18 
46 33 318 988 16 165 67 170 57 5 1682 59 64 2 666 6 2 3597 71 1379 29 72 721 6 1201 3	1201	2	24 
4 61 569 24 107 174 19 44 336 133 14 44 43 77 282 20 2169 152 569 10 152 1749 293 4 181 36	569	2	2 18 
4 61 569 24 107 174 19 44 336 133 14 44 43 77 282 20 2169 152 569 10 152 1749 293 4 181 36	569	2	2 18 
4 61 569 24 107 174 19 44 336 133 14 44 43 77 282 20 2169 152 569 10 152 1749 293 4 181 36	293	2	22 
4 61 569 24 107 174 19 44 336 133 14 44 43 77 282 20 2169 152 569 10 152 1749 293 4 181 36	181	2	24 
2 293 407 59 668 1 2 3131 30 72 137 5 27 226 4 2 913 1304 58 25 2 241 6 2 1546 3	293	2	1 
2 293 407 59 668 1 2 3131 30 72 137 5 27 226 4 2 913 1304 58 25 2 241 6 2 1546 3	3131	2	7 
2 293 407 59 668 1 2 3131 30 72 137 5 27 226 4 2 913 1304 58 25 2 241 6 2 1546 3	913	2	16 
2 293 407 59 668 1 2 3131 30 72 137 5 27 226 4 2 913 1304 58 25 2 241 6 2 1546 3	1546	1	24 
17 270 29 84 7 173 166 2412 10 42 546 1 70 16 43 4438 20 873 48 1443 4 1157 258 18 408 3	1443	1	19 
17 270 29 84 7 173 166 2412 10 42 546 1 70 16 43 4438 20 873 48 1443 4 1157 258 18 408 3	258	1	22 
7 2508 1 480 2 745 1 407 5 62 618 1 4 229 52 135 26 7 1446 31 2402 596 10 62 273 3	745	2	5 
7 2508 1 480 2 745 1 407 5 62 618 1 4 229 52 135 26 7 1446 31 2402 596 10 62 273 3	2508	2	1 
7 2508 1 480 2 745 1 407 5 62 618 1 4 229 52 135 26 7 1446 31 2402 596 10 62 273 3	618	1	10 
12 168 1410 3620 1 675 3916 1 716 3545 1 908 2784 850 1 233 2874 1 2995 1 4 3106 2079 39 158 751 3	850	1	13 
181 9 917 2569 11 62 2177 30 2330 1117 446 429 62 2055 4 2 3919 3504 3289 4 1681 1094 101 3899 6 1210 3	181	0	0 
181 9 917 2569 11 62 2177 30 2330 1117 446 429 62 2055 4 2 3919 3504 3289 4 1681 1094 101 3899 6 1210 3	3919	0	16 
181 9 917 2569 11 62 2177 30 2330 1117 446 429 62 2055 4 2 3919 3504 3289 4 1681 1094 101 3899 6 1210 3	2055	2	13 
409 1 44 115 1881 1499 1 37 131 1881 1499 46 45 104 10 97 1625 988 377 992 80 5 77 2 2704 150 3	1499	0	5 10 
409 1 44 115 1881 1499 1 37 131 1881 1499 46 45 104 10 97 1625 988 377 992 80 5 77 2 2704 150 3	1499	0	5 10 
