711 337 36	337	0	1 
110 113 138 31 52 355 2 2060 1441 352 52 12 30 1489 5 139 59 4 271 54 1339 67 5 274 22 508 620 3	1339	2	20 
42 1380 51 50 6 2 107 94 3439 319 157 1 449 99 3076 1241 92 37 173 540 114 4 12 2437 5 42 2191 36	2191	0	26 
42 1380 51 50 6 2 107 94 3439 319 157 1 449 99 3076 1241 92 37 173 540 114 4 12 2437 5 42 2191 36	540	0	19 
2 1201 545 12 1494 22 28 889 17 124 1 1 1 1 1 1365 12 203 7 54 31 2738 824 1296 106 621 531 3	1201 545	2	1 2 
12 82 2021 8 2 1349 1 4 12 82 5 1200 2 589 1349 337 5 2357 2143 3170 26 1979 5 2 1546 2357 855 3	589 1349 337	2	13 14 15 
12 391 2936 1 683 704 919 231 1 2000 1 2305 1 2211 1 2376 2227 4 7 230 79 878 1721 25 2 187 68 3	878	1	21 
12 391 2936 1 683 704 919 231 1 2000 1 2305 1 2211 1 2376 2227 4 7 230 79 878 1721 25 2 187 68 3	2936	1	2 
12 391 2936 1 683 704 919 231 1 2000 1 2305 1 2211 1 2376 2227 4 7 230 79 878 1721 25 2 187 68 3	683 704 919 231	1	4 5 6 7 
12 391 2936 1 683 704 919 231 1 2000 1 2305 1 2211 1 2376 2227 4 7 230 79 878 1721 25 2 187 68 3	2000	1	9 
12 391 2936 1 683 704 919 231 1 2000 1 2305 1 2211 1 2376 2227 4 7 230 79 878 1721 25 2 187 68 3	2305	1	11 
12 391 2936 1 683 704 919 231 1 2000 1 2305 1 2211 1 2376 2227 4 7 230 79 878 1721 25 2 187 68 3	2211	1	13 
12 391 2936 1 683 704 919 231 1 2000 1 2305 1 2211 1 2376 2227 4 7 230 79 878 1721 25 2 187 68 3	2376 2227	1	15 16 
7 295 409 1977 2 943 70 9 2582 26 313 7 954 160 6 314 385 37 65 996 1574 626 93 231 385 6 190 3	943	2	5 
7 295 409 1977 2 943 70 9 2582 26 313 7 954 160 6 314 385 37 65 996 1574 626 93 231 385 6 190 3	190	2	26 
279 372 5 115 18 7 191 1163 1 361 372 5 1181 149 2471 4 1127 372 5 1518 42 1550 169 18 191 159 1867 3	1181	0	12 
12 2798 1036 450 165 6 17 1 1410 3174 4 2211 1 4 12 83 1218 41 1925 1567 4 1088 824 10 7 121 232 3	3174	1	9 
12 2798 1036 450 165 6 17 1 1410 3174 4 2211 1 4 12 83 1218 41 1925 1567 4 1088 824 10 7 121 232 3	2211	1	11 
12 2798 1036 450 165 6 17 1 1410 3174 4 2211 1 4 12 83 1218 41 1925 1567 4 1088 824 10 7 121 232 3	232	0	26 
1911 19 65 1197 5 42 106 260 243 489 161 901 57 12 1983 328 91 974 8 575 15 2587 2319 3308 2433 2319 13 3	1911	1	0 
1911 19 65 1197 5 42 106 260 243 489 161 901 57 12 1983 328 91 974 8 575 15 2587 2319 3308 2433 2319 13 3	575	1	19 
2 508 2080 8 53 7 3294 6 2 68 14 42 922 118 1 4 12 29 39 6 2 739 14 87 18 42 922 3	739	0	21 
2 508 2080 8 53 7 3294 6 2 68 14 42 922 118 1 4 12 29 39 6 2 739 14 87 18 42 922 3	2080	0	2 
94 1 16 2087 1425 14 2 592 1327 301 559 26 3388 1987 2822 1594 18 468 599 222 508 1 49 17 2822 25 39 3	3388	2	12 
94 1 16 2087 1425 14 2 592 1327 301 559 26 3388 1987 2822 1594 18 468 599 222 508 1 49 17 2822 25 39 3	592 1327 301	2	7 8 9 
2 974 8 2 845 1767 28 7 922 21 1767 490 7 440 6 1537 5 77 166 5 1 37 951 17 21 758 17 36	845 1767	1	4 5 
2 974 8 2 845 1767 28 7 922 21 1767 490 7 440 6 1537 5 77 166 5 1 37 951 17 21 758 17 36	922 21 1767	1	8 9 10 
102 65 17 493 5 2374 16 271 17 4 77 67 7 980 1218 198 20 2046 6 252 141 675 14 130 219 20 17 3	1218 198	1	14 15 
310 1 12 140 22 853 1162 127 99 107 699 1 121 383 1 4 51 1234 470 64 2 2911 1767 4 357 1599 1937 3	383	0	13 
310 1 12 140 22 853 1162 127 99 107 699 1 121 383 1 4 51 1234 470 64 2 2911 1767 4 357 1599 1937 3	470	0	18 
310 1 12 140 22 853 1162 127 99 107 699 1 121 383 1 4 51 1234 470 64 2 2911 1767 4 357 1599 1937 3	2911 1767	0	21 22 
310 1 12 140 22 853 1162 127 99 107 699 1 121 383 1 4 51 1234 470 64 2 2911 1767 4 357 1599 1937 3	1599 1937	0	25 26 
2 367 789 882 16 2 940 5 2623 417 751 31 447 626 18 32 508 660 6 1066 41 760 447 10 32 2825 322 3	789	0	2 
1055 16 150 5 27 3297 20 7 1632 352 266 983 70 16 233 45 143 7 1248 10 127 44 157 2 2263 52 279 3	266 983	2	10 11 
110 113 138 31 52 355 2 2060 1441 352 52 12 30 1489 5 139 59 4 271 54 1339 67 5 274 22 508 620 3	2060	2	7 
110 113 138 31 52 355 2 2060 1441 352 52 12 30 1489 5 139 59 4 271 54 1339 67 5 274 22 508 620 3	1339	2	20 
57 78 1273 5 27 7 409 20 2 341 1571 26 759 267 473 2080 37 1250 5 33 27 348 5 143 91 1437 31 794 3	341 1571	2	9 10 
57 78 1273 5 27 7 409 20 2 341 1571 26 759 267 473 2080 37 1250 5 33 27 348 5 143 91 1437 31 794 3	473	2	14 
57 78 1273 5 27 7 409 20 2 341 1571 26 759 267 473 2080 37 1250 5 33 27 348 5 143 91 1437 31 794 3	1437	1	25 
99 1844 6 115 4 2 206 190 28 845 19 27 17 61 349 1366 31 3447 58 5 2 2130 749 19 43 33 27 1097 3	115	0	3 
99 1844 6 115 4 2 206 190 28 845 19 27 17 61 349 1366 31 3447 58 5 2 2130 749 19 43 33 27 1097 3	190	0	7 
99 1844 6 115 4 2 206 190 28 845 19 27 17 61 349 1366 31 3447 58 5 2 2130 749 19 43 33 27 1097 3	349 1366	0	14 15 
99 1844 6 115 4 2 206 190 28 845 19 27 17 61 349 1366 31 3447 58 5 2 2130 749 19 43 33 27 1097 3	2130 749	0	21 22 
449 1 7 1162 9 135 48 272 95 2 799 1227 59 57 1 37 57 9 72 1570 8 551 1 770 4 67 692 1413 3	551	0	21 
449 1 7 1162 9 135 48 272 95 2 799 1227 59 57 1 37 57 9 72 1570 8 551 1 770 4 67 692 1413 3	770	0	23 
2 2172 30 33 57 25 39 1 4 2 2931 1375 1044 73 27 57 1 37 2 351 73 1759 113 1344 30 1274 125 360 3	2172	2	1 
2 2172 30 33 57 25 39 1 4 2 2931 1375 1044 73 27 57 1 37 2 351 73 1759 113 1344 30 1274 125 360 3	2931 1375 1044	2	10 11 12 
2 2172 30 33 57 25 39 1 4 2 2931 1375 1044 73 27 57 1 37 2 351 73 1759 113 1344 30 1274 125 360 3	351	2	19 
12 30 726 5 155 17 124 10 7 2235 1 37 2 2464 2124 3449 149 4 1955 69 8 2 154 1212 5 77 17 1294 3	2464 2124	0	13 14 
657 877 88 2 1605 228 2 94 283 12 30 582 1 30 14 17 30 59 6 1660 4 12 119 521 5 29 17 2738 3	1660	1	19 
734 1 12 130 631 14 12 490 2 2794 1864 1369 28 42 243 3324 4 1410 17 162 12 131 1522 18 10 2 94 68 3	2794 1864 1369	1	9 10 11 
78 1 127 6 2 383 4 3350 6 2 1227 508 1 76 1277 73 45 131 1343 5 126 18 2 508 127 6 1516 598 3	383	2	5 
78 1 127 6 2 383 4 3350 6 2 1227 508 1 76 1277 73 45 131 1343 5 126 18 2 508 127 6 1516 598 3	3350	2	7 
473 231 1989 9 2333 15 72 16 233 45 326 2 1099 13 37 12 46 45 141 5 1 12 115 17 67 10 193 126 3	473 231 1989	0	0 1 2 
1672 851 5 611 17 18 1 17 73 2662 26 596 26 2 2639 1674 473 15 31 3435 1 26 12 64 2428 294 17 13 3	2639	2	14 
1672 851 5 611 17 18 1 17 73 2662 26 596 26 2 2639 1674 473 15 31 3435 1 26 12 64 2428 294 17 13 3	473	2	16 
44 435 149 1279 69 321 58 684 1387 1 556 943 59 1 341 1761 1480 1 4 113 85 385 18 349 119 33 1276 17 3	943	1	11 
44 435 149 1279 69 321 58 684 1387 1 556 943 59 1 341 1761 1480 1 4 113 85 385 18 349 119 33 1276 17 3	341 1761	1	14 15 
12 1045 17 28 3258 127 17 30 2357 2854 3170 20 842 351 1 37 26 17 1393 59 1 14 351 67 2577 17 48 444 34	351	2	13 22 
12 30 3532 3254 5 1425 14 1388 15 55 12 387 30 7 2685 229 13 73 45 1582 2 3321 65 2 886 1949 1514 1480 3	3321	2	21 
12 30 3532 3254 5 1425 14 1388 15 55 12 387 30 7 2685 229 13 73 45 1582 2 3321 65 2 886 1949 1514 1480 3	886 1949	2	24 25 
951 12 73 3139 22 5 1788 4 442 88 14 49 44 150 5 1752 61 224 31 280 57 178 346 5 271 2 855 562 3	855 562	1	26 27 
951 12 73 3139 22 5 1788 4 442 88 14 49 44 150 5 1752 61 224 31 280 57 178 346 5 271 2 855 562 3	178 346	1	21 22 
12 118 133 17 82 7 831 127 14 30 50 6 42 1056 1 37 1906 5 332 8 2 1907 18 22 50 162 12 1494 3	831	1	6 
12 118 133 17 82 7 831 127 14 30 50 6 42 1056 1 37 1906 5 332 8 2 1907 18 22 50 162 12 1494 3	1907	1	21 
110 12 174 1294 2 1392 1194 15 679 2 835 13 1 3336 2 1392 1194 5 2 724 6 2 1227 1 1750 2 266 2128 3	1392 1194	1	5 6 15 16 
110 12 174 1294 2 1392 1194 15 679 2 835 13 1 3336 2 1392 1194 5 2 724 6 2 1227 1 1750 2 266 2128 3	1392 1194	1	5 6 15 16 
110 12 174 1294 2 1392 1194 15 679 2 835 13 1 3336 2 1392 1194 5 2 724 6 2 1227 1 1750 2 266 2128 3	266 2128	1	26 27 
3237 9 48 10 2 2082 1 4 2 1227 9 1858 20 7 96 352 2420 1 96 372 10 2445 4 2082 25 2 2255 420 3	3237	1	0 
3237 9 48 10 2 2082 1 4 2 1227 9 1858 20 7 96 352 2420 1 96 372 10 2445 4 2082 25 2 2255 420 3	2420	0	16 
12 29 217 147 84 220 18 2204 437 52 12 30 45 172 1935 53 334 7 1809 1 645 12 387 12 30 1737 23 2473 3	2473	2	27 
12 82 8 2 467 7 1913 1227 4 44 889 69 2 635 17 680 31 44 889 7 1032 2334 5 42 247 5 1276 17 3	1032 2334	0	20 21 
50 2145 12 46 29 1 9 5 33 2159 334 1006 371 10 2 1162 2104 17 40 126 67 64 16 916 17 5 18 7 922 3	1006 371 10 2 1162	2	11 12 13 14 15 
7 121 907 9 2 2273 244 11 50 43 244 10 1244 23 618 2416 7 2018 1 602 95 3008 2572 6 439 2446 10 7 1195 3	2273 244	0	5 6 
7 121 907 9 2 2273 244 11 50 43 244 10 1244 23 618 2416 7 2018 1 602 95 3008 2572 6 439 2446 10 7 1195 3	907	0	2 
2 1608 9 78 107 532 1132 1 131 10 158 14 1258 28 7 922 1 20 7 182 768 16 43 155 226 1204 6 22 1608 36	1608	0	1 28 
2 1608 9 78 107 532 1132 1 131 10 158 14 1258 28 7 922 1 20 7 182 768 16 43 155 226 1204 6 22 1608 36	1608	0	1 28 
22 9 42 295 50 4 2 187 409 1 405 178 481 2965 951 1 22 40 27 42 295 68 1914 22 1227 124 5 129 271 3	178 481	2	11 12 
249 1 2 1162 236 51 2022 108 2249 63 20 1521 390 1608 57 9 107 1030 230 598 20 198 575 65 17 493 5 7 1162 3	198 575	2	21 22 
249 1 2 1162 236 51 2022 108 2249 63 20 1521 390 1608 57 9 107 1030 230 598 20 198 575 65 17 493 5 7 1162 3	1521 390 1608	2	11 12 13 
12 128 173 342 2 50 132 1660 37 2 1032 2357 2403 3170 51 2389 14 22 68 17 30 1330 23 978 1306 4 9 33 1220 3	1660	2	7 
12 128 173 342 2 50 132 1660 37 2 1032 2357 2403 3170 51 2389 14 22 68 17 30 1330 23 978 1306 4 9 33 1220 3	1032 2357 2403 3170	2	10 11 12 13 
2 2486 9 78 157 215 1 42 508 51 217 203 7 1809 1 4 2 1227 1184 67 26 699 26 2 94 120 12 1045 17 3	1184	0	18 
65 16 185 25 2 2212 18 845 306 8 1570 5 7 1913 31 7 1388 1 449 44 46 818 5 434 370 10 7 796 544 3	544	2	28 
520 22 9 1809 475 1 520 33 1 37 2 508 51 2099 58 123 267 1 4 18 116 2161 1 2 789 51 618 955 246 3	789	2	24 
13 12 78 1494 3304 10 66 1355 1 70 9 7 249 132 1451 1660 1 209 12 2206 217 483 91 1227 14 2585 48 95 116 3	3304	1	4 
13 12 78 1494 3304 10 66 1355 1 70 9 7 249 132 1451 1660 1 209 12 2206 217 483 91 1227 14 2585 48 95 116 3	1451 1660	1	14 15 
470 156 26 2 2590 15 949 16 5 238 1640 166 757 64 7 2208 1 840 1890 1 421 267 1 1457 1 508 195 99 672 3	470	1	0 
470 156 26 2 2590 15 949 16 5 238 1640 166 757 64 7 2208 1 840 1890 1 421 267 1 1457 1 508 195 99 672 3	2590	1	4 
65 12 411 5 29 208 50 2088 31 5 77 42 272 124 44 112 2 624 622 9 584 1948 249 235 28 2 335 6 810 3	624 622	2	17 18 
12 1721 82 5 591 42 1227 8 10 225 197 106 355 4 17 245 585 5 27 2 187 409 14 44 112 44 82 410 1294 3	225	2	9 
47 1406 17 4 17 9 357 5 115 4 114 2 837 305 1168 2 502 489 53 1472 52 17 30 357 10 153 5 77 433 3	115	0	8 
52 55 83 12 1431 5 46 38 2 2135 190 311 43 33 364 69 2 2357 190 3170 65 17 9 411 2 2357 190 311 3170 3	2135 190 311	2	9 10 11 
52 55 83 12 1431 5 46 38 2 2135 190 311 43 33 364 69 2 2357 190 3170 65 17 9 411 2 2357 190 311 3170 3	190 311	2	10 11 26 27 
52 55 83 12 1431 5 46 38 2 2135 190 311 43 33 364 69 2 2357 190 3170 65 17 9 411 2 2357 190 311 3170 3	190	2	10 18 26 
17 118 45 219 20 91 351 1410 724 6 473 424 1 37 10 2 232 1 12 30 107 1692 20 2 1025 4 2 951 325 3	351	2	6 
17 118 45 219 20 91 351 1410 724 6 473 424 1 37 10 2 232 1 12 30 107 1692 20 2 1025 4 2 951 325 3	473 424	1	10 11 
17 118 45 219 20 91 351 1410 724 6 473 424 1 37 10 2 232 1 12 30 107 1692 20 2 1025 4 2 951 325 3	232	0	16 
16 43 46 17 39 18 22 405 873 37 2 529 283 22 2801 30 3422 10 30 2324 2 276 4 873 976 873 136 17 319 3	2324 2 276	0	19 20 21 
1007 1 65 16 1181 17 25 7 3146 1862 1 2 789 40 2357 3171 3170 31 2357 1794 3170 175 1 49 16 636 55 12 577 3	789	2	12 
80 2379 2207 2 1032 585 5 1895 1 76 1420 1938 14 44 87 1574 10 131 41 3331 1276 1 428 82 2 1032 360 152 267 3	1032	0	4 25 
17 1155 9 48 1302 95 109 922 2374 1 37 2 1844 6 115 1 491 1 4 2154 598 14 29 3059 104 17 114 758 2 3352 3	115	0	14 
17 1155 9 48 1302 95 109 922 2374 1 37 2 1844 6 115 1 491 1 4 2154 598 14 29 3059 104 17 114 758 2 3352 3	491	0	16 
29 33 354 680 91 730 275 20 22 354 52 5 69 14 9 7 121 283 1 70 9 2972 4 2770 1169 6 922 8 42 1094 3	730 275	0	5 6 
99 443 699 4 136 33 29 3168 169 12 83 214 17 10 276 2016 1 2686 465 1 1033 751 15 2690 13 18 1902 4 1102 2183 3	276 2016	0	14 15 
99 443 699 4 136 33 29 3168 169 12 83 214 17 10 276 2016 1 2686 465 1 1033 751 15 2690 13 18 1902 4 1102 2183 3	2686 465	0	17 18 
99 443 699 4 136 33 29 3168 169 12 83 214 17 10 276 2016 1 2686 465 1 1033 751 15 2690 13 18 1902 4 1102 2183 3	1033 751	0	20 21 
99 443 699 4 136 33 29 3168 169 12 83 214 17 10 276 2016 1 2686 465 1 1033 751 15 2690 13 18 1902 4 1102 2183 3	1102 2183	0	28 29 
110 113 1435 10 17 5 27 2424 12 30 582 17 30 187 409 2214 18 315 37 12 336 29 5 521 2314 209 17 30 467 3321 3	3321	2	29 
17 21 78 107 1693 6 382 2168 178 1893 15 612 16 81 141 2 575 1812 6 2 1183 2486 2202 10 1105 1445 634 178 1893 13 3	178 1893	0	8 9 27 28 
17 21 78 107 1693 6 382 2168 178 1893 15 612 16 81 141 2 575 1812 6 2 1183 2486 2202 10 1105 1445 634 178 1893 13 3	575	2	16 
17 21 78 107 1693 6 382 2168 178 1893 15 612 16 81 141 2 575 1812 6 2 1183 2486 2202 10 1105 1445 634 178 1893 13 3	634 178 1893	1	26 27 28 
1078 129 508 8 2 146 93 50 125 22 508 288 459 2 129 9 14 17 426 5 3530 2366 5 104 370 1149 10 89 5 2348 98	2366	2	21 
1672 12 294 1913 53 41 2734 409 1 44 587 69 49 42 1227 9 620 1654 4 49 12 336 64 5 810 48 906 10 66 1403 3	906	1	26 
12 67 1905 22 98 42 526 3170 1460 4 2 2722 3238 2291 67 26 114 18 22 3088 14 42 1913 118 20 473 231 20 7 3147 3	3238	0	12 
12 67 1905 22 98 42 526 3170 1460 4 2 2722 3238 2291 67 26 114 18 22 3088 14 42 1913 118 20 473 231 20 7 3147 3	473 231	0	25 26 
12 67 1905 22 98 42 526 3170 1460 4 2 2722 3238 2291 67 26 114 18 22 3088 14 42 1913 118 20 473 231 20 7 3147 3	3088	1	19 
12 67 1905 22 98 42 526 3170 1460 4 2 2722 3238 2291 67 26 114 18 22 3088 14 42 1913 118 20 473 231 20 7 3147 3	3147	1	29 
12 67 1905 22 98 42 526 3170 1460 4 2 2722 3238 2291 67 26 114 18 22 3088 14 42 1913 118 20 473 231 20 7 3147 3	526 3170 1460	1	6 7 8 
341 1761 19 2 54 2456 882 16 48 341 1761 553 15 3039 660 6 3197 13 37 68 51 1652 69 217 5 1058 41 1278 341 1761 3	341 1761	1	0 1 9 10 28 29 
341 1761 19 2 54 2456 882 16 48 341 1761 553 15 3039 660 6 3197 13 37 68 51 1652 69 217 5 1058 41 1278 341 1761 3	341 1761 553	0	9 10 11 
341 1761 19 2 54 2456 882 16 48 341 1761 553 15 3039 660 6 3197 13 37 68 51 1652 69 217 5 1058 41 1278 341 1761 3	1278 341 1761	1	27 28 29 
52 313 2 1805 1905 139 59 18 69 4 77 1104 31 12 119 369 103 17 679 42 508 18 116 6 2 249 267 9 33 96 3	1805 1905	2	3 4 
70 9 121 12 83 620 1620 159 4 1766 7 3520 18 2 1144 12 29 217 483 7 473 824 29 7 543 1072 8 2 152 21 3	1620 159	0	6 7 
39 6 2 739 15 2663 1 716 1 942 13 29 41 940 5 536 32 1244 26 1006 1734 1 70 147 2746 2 141 10 2 1125 3	739	0	3 
39 6 2 739 15 2663 1 716 1 942 13 29 41 940 5 536 32 1244 26 1006 1734 1 70 147 2746 2 141 10 2 1125 3	2663	1	5 
39 6 2 739 15 2663 1 716 1 942 13 29 41 940 5 536 32 1244 26 1006 1734 1 70 147 2746 2 141 10 2 1125 3	716	1	7 
39 6 2 739 15 2663 1 716 1 942 13 29 41 940 5 536 32 1244 26 1006 1734 1 70 147 2746 2 141 10 2 1125 3	942	1	9 
2 2363 50 508 14 12 1045 9 482 3270 789 4 99 341 5 143 2217 206 1346 10 17 1 37 12 64 2 220 789 18 17 3	482 3270 789	1	8 9 10 
2 2363 50 508 14 12 1045 9 482 3270 789 4 99 341 5 143 2217 206 1346 10 17 1 37 12 64 2 220 789 18 17 3	789	0	10 27 
2861 571 59 2 154 10 266 645 2861 571 59 501 10 2359 74 2438 645 528 1008 18 309 104 10 7 107 2636 1770 20 2861 177 197 1212 3	2861	2	0 8 28 
2861 571 59 2 154 10 266 645 2861 571 59 501 10 2359 74 2438 645 528 1008 18 309 104 10 7 107 2636 1770 20 2861 177 197 1212 3	266	2	6 
2861 571 59 2 154 10 266 645 2861 571 59 501 10 2359 74 2438 645 528 1008 18 309 104 10 7 107 2636 1770 20 2861 177 197 1212 3	2359	2	13 
2861 571 59 2 154 10 266 645 2861 571 59 501 10 2359 74 2438 645 528 1008 18 309 104 10 7 107 2636 1770 20 2861 177 197 1212 3	2438	2	15 
2861 571 59 2 154 10 266 645 2861 571 59 501 10 2359 74 2438 645 528 1008 18 309 104 10 7 107 2636 1770 20 2861 177 197 1212 3	528 1008	2	17 18 
2861 571 59 2 154 10 266 645 2861 571 59 501 10 2359 74 2438 645 528 1008 18 309 104 10 7 107 2636 1770 20 2861 177 197 1212 3	1770	2	26 
2861 571 59 2 154 10 266 645 2861 571 59 501 10 2359 74 2438 645 528 1008 18 309 104 10 7 107 2636 1770 20 2861 177 197 1212 3	2861	2	0 8 28 
2861 571 59 2 154 10 266 645 2861 571 59 501 10 2359 74 2438 645 528 1008 18 309 104 10 7 107 2636 1770 20 2861 177 197 1212 3	2861	2	0 8 28 
12 1793 20 7 190 2108 25 2127 311 4 56 1953 9 313 2 187 409 20 86 266 1813 1 52 17 21 33 67 41 2248 1882 569	190 2108	1	4 5 
12 1793 20 7 190 2108 25 2127 311 4 56 1953 9 313 2 187 409 20 86 266 1813 1 52 17 21 33 67 41 2248 1882 569	266 1813	2	19 20 
78 1 42 1310 203 2 1666 187 1227 15 209 44 87 52 698 13 4 113 250 355 1 2 789 1671 8 616 67 28 1525 115 3	789	2	22 
35 78 115 3480 52 35 43 391 1398 1493 6 473 1683 595 1 473 231 105 1319 1 473 800 1458 805 1 4 473 800 248 1458 3	3480	1	3 
35 78 115 3480 52 35 43 391 1398 1493 6 473 1683 595 1 473 231 105 1319 1 473 800 1458 805 1 4 473 800 248 1458 3	473 1683 595	1	11 12 13 
35 78 115 3480 52 35 43 391 1398 1493 6 473 1683 595 1 473 231 105 1319 1 473 800 1458 805 1 4 473 800 248 1458 3	473 231 105 1319	1	15 16 17 18 
35 78 115 3480 52 35 43 391 1398 1493 6 473 1683 595 1 473 231 105 1319 1 473 800 1458 805 1 4 473 800 248 1458 3	473 800 1458 805	1	20 21 22 23 
35 78 115 3480 52 35 43 391 1398 1493 6 473 1683 595 1 473 231 105 1319 1 473 800 1458 805 1 4 473 800 248 1458 3	473 800 248 1458	1	26 27 28 29 
2 93 453 12 989 64 53 2392 9 44 1112 115 2305 4 12 989 115 2305 37 113 12 1271 3477 3457 12 140 197 457 440 53 17 3	2305	2	12 17 
2 93 453 12 989 64 53 2392 9 44 1112 115 2305 4 12 989 115 2305 37 113 12 1271 3477 3457 12 140 197 457 440 53 17 3	2305	2	12 17 
2 93 453 12 989 64 53 2392 9 44 1112 115 2305 4 12 989 115 2305 37 113 12 1271 3477 3457 12 140 197 457 440 53 17 3	3477 3457	0	22 23 
20 7 1162 508 12 29 48 122 68 26 12 46 45 29 5 772 10 473 5 1613 58 31 1704 175 4 39 2 2443 1031 20 473 3	473	2	17 30 
20 7 1162 508 12 29 48 122 68 26 12 46 45 29 5 772 10 473 5 1613 58 31 1704 175 4 39 2 2443 1031 20 473 3	1613 58	2	19 20 
20 7 1162 508 12 29 48 122 68 26 12 46 45 29 5 772 10 473 5 1613 58 31 1704 175 4 39 2 2443 1031 20 473 3	1704 175	2	22 23 
20 7 1162 508 12 29 48 122 68 26 12 46 45 29 5 772 10 473 5 1613 58 31 1704 175 4 39 2 2443 1031 20 473 3	473	2	17 30 
2 93 283 14 12 29 1 9 2 578 1790 9 7 182 822 5 102 2 1442 1 73 167 49 17 30 7 182 2229 110 17 9 3	578 1790	2	9 10 
2 93 283 14 12 46 45 64 53 42 1162 9 14 727 57 24 739 14 12 150 5 27 348 5 391 4 12 83 33 348 5 3	739	2	16 
49 16 46 45 312 1192 382 17 712 1 67 271 2 298 4 27 499 1 645 17 546 388 1 12 1045 2 289 50 28 129 271 3	298	0	13 
17 21 1434 24 45 405 25 39 1 10 2 816 255 6 2 2486 919 2075 1 847 1693 6 620 2979 861 4 79 346 20 2418 1434 3	1434	0	2 30 
17 21 1434 24 45 405 25 39 1 10 2 816 255 6 2 2486 919 2075 1 847 1693 6 620 2979 861 4 79 346 20 2418 1434 3	1434	1	2 30 
2 2808 4 2438 1194 24 8 501 6 3420 327 2 3420 341 5 115 65 214 2359 74 2438 1 33 5 1293 2 1227 30 719 10 154 2184 368 3	2808	2	1 
2 2808 4 2438 1194 24 8 501 6 3420 327 2 3420 341 5 115 65 214 2359 74 2438 1 33 5 1293 2 1227 30 719 10 154 2184 368 3	2438 1194	2	3 4 
2 2808 4 2438 1194 24 8 501 6 3420 327 2 3420 341 5 115 65 214 2359 74 2438 1 33 5 1293 2 1227 30 719 10 154 2184 368 3	3420	1	9 12 
2 2808 4 2438 1194 24 8 501 6 3420 327 2 3420 341 5 115 65 214 2359 74 2438 1 33 5 1293 2 1227 30 719 10 154 2184 368 3	3420	2	9 12 
2 2808 4 2438 1194 24 8 501 6 3420 327 2 3420 341 5 115 65 214 2359 74 2438 1 33 5 1293 2 1227 30 719 10 154 2184 368 3	2359	2	18 
2 2808 4 2438 1194 24 8 501 6 3420 327 2 3420 341 5 115 65 214 2359 74 2438 1 33 5 1293 2 1227 30 719 10 154 2184 368 3	2438	2	20 
12 128 313 2 1227 1383 3412 209 1435 66 2777 197 106 355 67 9 45 758 17 15 14 21 53 80 191 2 1138 585 5 142 13 3	1138	2	26 
12 369 343 2379 162 12 433 313 409 4 30 512 391 186 113 12 2029 1605 228 8 292 5 1910 69 1696 8 1227 344 113 3321 2563 3	3321	2	29 
49 55 16 141 9 7 824 5 46 76 2324 1 401 1723 1 592 1327 1 4 1033 7 421 31 116 1 22 9 2 824 16 150 3	592 1327	1	15 16 
49 55 16 141 9 7 824 5 46 76 2324 1 401 1723 1 592 1327 1 4 1033 7 421 31 116 1 22 9 2 824 16 150 3	2324	1	10 
2 770 974 9 199 5 479 10 7 1162 1 4 2 341 562 43 27 2444 2409 31 16 119 67 271 7 66 958 3039 1443 341 562 3	770	2	1 
2 770 974 9 199 5 479 10 7 1162 1 4 2 341 562 43 27 2444 2409 31 16 119 67 271 7 66 958 3039 1443 341 562 3	341 562	1	13 14 29 30 
2 770 974 9 199 5 479 10 7 1162 1 4 2 341 562 43 27 2444 2409 31 16 119 67 271 7 66 958 3039 1443 341 562 3	3039 1443 341 562	1	27 28 29 30 
2 400 3170 2486 919 67 1700 8 42 1016 4 20 122 839 4 72 694 5 233 22 9 2 129 232 35 43 77 10 7 121 325 3	839	0	13 
2 400 3170 2486 919 67 1700 8 42 1016 4 20 122 839 4 72 694 5 233 22 9 2 129 232 35 43 77 10 7 121 325 3	232	0	23 
2 400 3170 2486 919 67 1700 8 42 1016 4 20 122 839 4 72 694 5 233 22 9 2 129 232 35 43 77 10 7 121 325 3	1016	0	9 
2 508 40 1721 27 334 418 4 1782 32 1583 1055 16 139 149 2 2593 6 556 165 2 830 124 6 17 67 5 813 59 2 886 3	886	2	30 
26 7 532 6 7 922 1 12 40 40 1755 14 2 2486 919 51 7 215 620 198 8 70 12 239 736 2357 334 2 333 360 2553 3	620 198	0	18 19 
2 1744 24 1839 4 24 504 2 2097 832 12 29 319 483 8 7 1227 52 49 32 821 5 1083 5 224 12 1359 16 77 227 215 3	1744	2	1 
2 400 3170 2486 919 67 1700 8 42 1016 4 20 122 839 4 72 694 5 233 22 9 2 129 232 35 43 77 10 7 121 325 3	839	0	13 
2 400 3170 2486 919 67 1700 8 42 1016 4 20 122 839 4 72 694 5 233 22 9 2 129 232 35 43 77 10 7 121 325 3	232	0	23 
2 400 3170 2486 919 67 1700 8 42 1016 4 20 122 839 4 72 694 5 233 22 9 2 129 232 35 43 77 10 7 121 325 3	1016	0	9 
411 2363 123 267 1 44 150 69 5 521 2 839 5 1226 17 5 61 1032 311 19 12 30 107 2064 209 17 9 7 769 54 508 36	839	2	11 
411 2363 123 267 1 44 150 69 5 521 2 839 5 1226 17 5 61 1032 311 19 12 30 107 2064 209 17 9 7 769 54 508 36	1032 311	1	17 18 
